db.name,sys.name
YDR467C,YDR467C
SDC1,YDR469W
UGO1,YDR470C
RPL27B,YDR471W
YDR476C,YDR476C
SNF1,YDR477W
PEX29,YDR479C
DIG2,YDR480W
PHO8,YDR481C
CWC21,YDR482C
KRE2,YDR483W
VPS52,YDR484W
VPS72,YDR485C
VPS60,YDR486C
PAC11,YDR488C
PKH1,YDR490C
YDR491C,YDR491C
IZH1,YDR492W
RSM28,YDR494W
VPS3,YDR495C
PUF6,YDR496C
ITR1,YDR497C
RPL37B,YDR500C
PLM2,YDR501W
SAM2,YDR502C
LPP1,YDR503C
SPG3,YDR504C
PSP1,YDR505C
YDR506C,YDR506C
GIN4,YDR507C
GNP1,YDR508C
YDR509W,YDR509W
EMI1,YDR512C
GRX2,YDR513W
YDR514C,YDR514C
SLF1,YDR515W
EMI2,YDR516C
GRH1,YDR517W
EUG1,YDR518W
FPR2,YDR519W
URC2,YDR520C
YDR521W,YDR521W
SPS2,YDR522C
SPS1,YDR523C
AGE1,YDR524C
API2,YDR525W
SNA2,YDR525W-A
HLR1,YDR528W
QCR7,YDR529C
APA2,YDR530C
YDR532C,YDR532C
HSP31,YDR533C
FIT1,YDR534C
YDR535C,YDR535C
STL1,YDR536W
YDR537C,YDR537C
PAD1,YDR538W
YDR539W,YDR539W
IRC4,YDR540C
YDR541C,YDR541C
IRC22,YEL001C
GIM4,YEL003W
YEA4,YEL004W
VAB2,YEL005C
YEA6,YEL006W
YEL007W,YEL007W
YEL008W,YEL008W
GCN4,YEL009C
YEL010W,YEL010W
GLC3,YEL011W
UBC8,YEL012W
VAC8,YEL013W
YEL014C,YEL014C
EDC3,YEL015W
NPP2,YEL016C
PMP2,YEL017C-A
GTT3,YEL017W
EAF5,YEL018W
YEL020C,YEL020C
YEL023C,YEL023C
RIP1,YEL024W
YEL025C,YEL025C
YEL028W,YEL028W
BUD16,YEL029C
ECM10,YEL030W
SPF1,YEL031W
MTC7,YEL033W
ANP1,YEL036C
RAD23,YEL037C
UTR4,YEL038W
CYC7,YEL039C
UTR2,YEL040W
YEF1,YEL041W
GDA1,YEL042W
YEL043W,YEL043W
IES6,YEL044W
YEL045C,YEL045C
GLY1,YEL046C
YEL047C,YEL047C
YEL048C,YEL048C
PAU2,YEL049W
RML2,YEL050C
VMA8,YEL051W
AFG1,YEL052W
MAK10,YEL053C
RPL12A,YEL054C
HAT2,YEL056W
YEL057C,YEL057C
YEL059W,YEL059W
PRB1,YEL060C
CIN8,YEL061C
NPR2,YEL062W
CAN1,YEL063C
AVT2,YEL064C
SIT1,YEL065W
HPA3,YEL066W
YEL067C,YEL067C
YEL068C,YEL068C
DLD3,YEL071W
RMD6,YEL072W
MNN1,YER001W
NOP16,YER002W
FMP52,YER004W
YND1,YER005W
TMA20,YER007C-A
PAC2,YER007W
YER010C,YER010C
TIR1,YER011W
BUD25,YER014C-A
BIM1,YER016W
AFG3,YER017C
SBH2,YER019C-A
ISC1,YER019W
GPA2,YER020W
YAT2,YER024W
GAL83,YER027C
MIG3,YER028C
CHZ1,YER030W
YPT31,YER031C
FIR1,YER032W
ZRG8,YER033C
YER034W,YER034W
EDC2,YER035W
PHM8,YER037W
HVG1,YER039C
GLN3,YER040W
YEN1,YER041W
MXR1,YER042W
ERG28,YER044C
MEI4,YER044C-A
ACA1,YER045C
SPO73,YER046W
SAP1,YER047C
CAJ1,YER048C
TPA1,YER049W
RSM18,YER050C
JHD1,YER051W
HOM3,YER052C
PIC2,YER053C
GIP2,YER054C
HIS1,YER055C
FCY2,YER056C
RPL34A,YER056C-A
HMF1,YER057C
PET117,YER058W
PCL6,YER059W
FCY21,YER060W
FCY22,YER060W-A
CEM1,YER061C
THO1,YER063W
YER064C,YER064C
ICL1,YER065C
YER066W,YER066W
YER067W,YER067W
MOT2,YER068W
RNR1,YER070W
YER071C,YER071C
VTC1,YER072W
ALD5,YER073W
RPS24A,YER074W
PTP3,YER075C
YER077C,YER077C
YER078C,YER078C
YER079W,YER079W
AIM9,YER080W
SER3,YER081W
GET2,YER083C
YER084W,YER084W
YER085C,YER085C
ILV1,YER086W
AIM10,YER087W
DOT6,YER088C
PTC2,YER089C
TRP2,YER090W
MET6,YER091C
IES5,YER092W
RAD51,YER095W
SHC1,YER096W
YER097W,YER097W
UBP9,YER098W
AST2,YER101C
SSA4,YER103W
MAM1,YER106W
FLO8,YER109C
KAP123,YER110C
SWI4,YER111C
TMN3,YER113C
BOI2,YER114C
SPR6,YER115C
SLX8,YER116C
RPL23B,YER117W
SHO1,YER118C
AVT6,YER119C
SCS2,YER120W
YER121W,YER121W
GLO3,YER122C
YCK3,YER123W
DSE1,YER124C
YER128W,YER128W
SAK1,YER129W
YER130C,YER130C
RPS26B,YER131W
PMD1,YER132C
YER134C,YER134C
YER135C,YER135C
YER137C,YER137C
RTR1,YER139C
YER140W,YER140W
COX15,YER141W
MAG1,YER142C
DDI1,YER143W
UBP5,YER144C
FTR1,YER145C
PEA2,YER149C
SPI1,YER150W
UBP3,YER151C
YER152C,YER152C
PET122,YER153C
OXA1,YER154W
BEM2,YER155C
YER156C,YER156C
YER158C,YER158C
SPT2,YER161C
RAD4,YER162C
YER163C,YER163C
CHD1,YER164W
DNF1,YER166W
BCK2,YER167W
RPH1,YER169W
ADK2,YER170W
RAD24,YER173W
GRX4,YER174C
TMT1,YER175C
ECM32,YER176W
BMH1,YER177W
PDA1,YER178W
DMC1,YER179W
ISC10,YER180C
YER181C,YER181C
FMP10,YER182W
FAU1,YER183C
YER184C,YER184C
PUG1,YER185W
YER186C,YER186C
YER187W,YER187W
YER188W,YER188W
DEG1,YFL001W
MSH4,YFL003C
VTC2,YFL004W
BLM10,YFL007W
WWM1,YFL010C
AUA1,YFL010W-A
HXT10,YFL011W
YFL012W,YFL012W
IES1,YFL013C
HSP12,YFL014W
YFL015C,YFL015C
MDJ1,YFL016C
LPD1,YFL018C
YFL019C,YFL019C
PAU5,YFL020C
GAT1,YFL021W
BUD27,YFL023W
BST1,YFL025C
STE2,YFL026W
GYP8,YFL027C
CAF16,YFL028C
AGX1,YFL030W
HAC1,YFL031W
YFL032W,YFL032W
RIM15,YFL033C
RPL22B,YFL034C-A
YFL034W,YFL034W
RPO41,YFL036W
YFL040W,YFL040W
FET5,YFL041W
YFL042C,YFL042C
OTU1,YFL044C
FMP32,YFL046W
RGD2,YFL047W
EMP47,YFL048C
SWP82,YFL049W
ALR2,YFL050C
YFL051C,YFL051C
YFL052W,YFL052W
DAK2,YFL053W
YFL054C,YFL054C
AGP3,YFL055W
AAD6,YFL056C
YFL063W,YFL063W
LOC1,YFR001W
YFR006W,YFR006W
YFH7,YFR007W
FAR7,YFR008W
GCN20,YFR009W
UBP6,YFR010W
YFR012W,YFR012W
IOC3,YFR013W
CMK1,YFR014C
GSY1,YFR015C
YFR016C,YFR016C
YFR017C,YFR017C
YFR018C,YFR018C
FAB1,YFR019W
YFR020W,YFR020W
ATG18,YFR021W
ROG3,YFR022W
PES4,YFR023W
LSB3,YFR024C-A
HIS2,YFR025C
ULI1,YFR026C
MET10,YFR030W
RPL2A,YFR031C-A
YFR032C,YFR032C
RPL29,YFR032C-A
QCR6,YFR033C
PHO4,YFR034C
YFR035C,YFR035C
CDC26,YFR036W
IRC5,YFR038W
YFR039C,YFR039C
SAP155,YFR040W
ERJ5,YFR041C
IRC6,YFR043C
DUG1,YFR044C
YFR045W,YFR045W
CNN1,YFR046C
BNA6,YFR047C
RMD8,YFR048W
YMR31,YFR049W
HXK1,YFR053C
YFR054C,YFR054C
IRC7,YFR055W
YFR056C,YFR056C
YFR057W,YFR057W
ERP6,YGL002W
CDH1,YGL003C
RPN14,YGL004C
COG7,YGL005C
PMC1,YGL006W
YGL007W,YGL007W
YGL010W,YGL010W
ERG4,YGL012W
PDR1,YGL013C
PUF4,YGL014W
YGL015C,YGL015C
KAP122,YGL016W
ATE1,YGL017W
CKB1,YGL019W
GET1,YGL020C
ALK1,YGL021W
PIB2,YGL023C
YGL024W,YGL024W
PGD1,YGL025C
TRP5,YGL026C
CWH41,YGL027C
SCW11,YGL028C
CGR1,YGL029W
RPL24A,YGL031C
AGA2,YGL032C
HOP2,YGL033W
YGL034C,YGL034C
MIG1,YGL035C
YGL036W,YGL036W
PNC1,YGL037C
OCH1,YGL038C
YGL039W,YGL039W
YGL041C,YGL041C
YGL042C,YGL042C
DST1,YGL043W
RIM8,YGL045W
TIF4632,YGL049C
TYW3,YGL050W
MST27,YGL051W
PRM8,YGL053W
ERV14,YGL054C
SDS23,YGL056C
YGL057C,YGL057C
RAD6,YGL058W
PKP2,YGL059W
YBP2,YGL060W
PYC1,YGL062W
PUS2,YGL063W
MRH4,YGL064C
SGF73,YGL066W
NPY1,YGL067W
RPB9,YGL070C
AFT1,YGL071W
YGL072C,YGL072C
RPL7A,YGL076C
HNM1,YGL077C
DBP3,YGL078C
YGL079W,YGL079W
YGL081W,YGL081W
YGL082W,YGL082W
SCY1,YGL083W
GUP1,YGL084C
YGL085W,YGL085W
MAD1,YGL086W
MMS2,YGL087C
YGL088W,YGL088W
LIF1,YGL090W
PAN2,YGL094C
VPS45,YGL095C
TOS8,YGL096W
YGL101W,YGL101W
VPS73,YGL104C
ARC1,YGL105W
RMD9,YGL107C
YGL108C,YGL108C
YGL109W,YGL109W
CUE3,YGL110C
YGL114W,YGL114W
SNF4,YGL115W
YGL117W,YGL117W
YGL118C,YGL118C
GPG1,YGL121C
MON1,YGL124C
SCS3,YGL126W
SOH1,YGL127C
RSM23,YGL129C
SNT2,YGL131C
YGL132W,YGL132W
ITC1,YGL133W
RPL1B,YGL135W
MRM2,YGL136C
YGL138C,YGL138C
FLC3,YGL139W
YGL140C,YGL140C
HUL5,YGL141W
MRF1,YGL143C
ROG1,YGL144C
YGL146C,YGL146C
RPL9A,YGL147C
ARO2,YGL148W
YGL149W,YGL149W
NUT1,YGL151W
YGL152C,YGL152C
PEX14,YGL153W
LYS5,YGL154C
AMS1,YGL156W
YGL157W,YGL157W
RCK1,YGL158W
YGL159W,YGL159W
AIM14,YGL160W
YIP5,YGL161C
SUT1,YGL162W
RAD54,YGL163C
YRB30,YGL164C
YGL165C,YGL165C
CUP2,YGL166W
PMR1,YGL167C
HUR1,YGL168W
SPO74,YGL170C
BUD13,YGL174W
SAE2,YGL175C
YGL176C,YGL176C
YGL177W,YGL177W
MPT5,YGL178W
TOS3,YGL179C
ATG1,YGL180W
GTS1,YGL181W
HOS2,YGL194C
GCN1,YGL195W
DSD1,YGL196W
MDS3,YGL197W
YIP4,YGL198W
YGL199C,YGL199C
EMP24,YGL200C
ARO8,YGL202W
KEX1,YGL203C
POX1,YGL205W
CHC1,YGL206C
SIP2,YGL208W
MIG2,YGL209W
YPT32,YGL210W
NCS6,YGL211W
VAM7,YGL212W
SKI8,YGL213C
YGL214W,YGL214W
CLG1,YGL215W
KIP3,YGL216W
YGL217C,YGL217C
YGL218W,YGL218W
MDM34,YGL219C
FRA2,YGL220W
NIF3,YGL221C
EDC1,YGL222C
COG1,YGL223C
SDT1,YGL224C
OST5,YGL226C-A
MTC3,YGL226W
VID30,YGL227W
SHE10,YGL228W
SAP4,YGL229C
YGL230C,YGL230C
YGL231C,YGL231C
TAN1,YGL232W
YGL235W,YGL235W
MTO1,YGL236C
HAP2,YGL237C
DOC1,YGL240W
KAP114,YGL241W
YGL242C,YGL242C
TAD1,YGL243W
RTF1,YGL244W
RAI1,YGL246C
PDE1,YGL248W
ZIP2,YGL249W
RMR1,YGL250W
HFM1,YGL251C
RTG2,YGL252C
HXK2,YGL253W
FZF1,YGL254W
ZRT1,YGL255W
ADH4,YGL256W
MNT2,YGL257C
VEL1,YGL258W
YPS5,YGL259W
YGL260W,YGL260W
PAU11,YGL261C
YGL262W,YGL262W
COS12,YGL263W
CUL3,YGR003W
PEX31,YGR004W
PRP18,YGR006W
STF2,YGR008C
NMA2,YGR010W
YGR011W,YGR011W
YGR012W,YGR012W
MSB2,YGR014W
YGR015C,YGR015C
YGR016W,YGR016W
YGR017W,YGR017W
YGR018C,YGR018C
UGA1,YGR019W
VMA7,YGR020C
YGR021W,YGR021W
YGR022C,YGR022C
MTL1,YGR023W
YGR025W,YGR025W
YGR026W,YGR026W
RPS25A,YGR027C
MSP1,YGR028W
YGR031W,YGR031W
GSC2,YGR032W
TIM21,YGR033C
RPL26B,YGR034W
YGR035C,YGR035C
CAX4,YGR036C
ACB1,YGR037C
ORM1,YGR038W
YGR039W,YGR039W
KSS1,YGR040W
BUD9,YGR041W
YGR042W,YGR042W
NQM1,YGR043C
RME1,YGR044C
YGR045C,YGR045C
SCM4,YGR049W
YGR050C,YGR050C
YGR051C,YGR051C
FMP48,YGR052W
YGR053C,YGR053C
YGR054W,YGR054W
MUP1,YGR055W
RSC1,YGR056W
LST7,YGR057C
PEF1,YGR058W
SPR3,YGR059W
ADE6,YGR061C
COX18,YGR062C
SPT4,YGR063C
YGR064W,YGR064W
YGR066C,YGR066C
YGR067C,YGR067C
ART5,YGR068C
YGR069W,YGR069W
ROM1,YGR070W
YGR071C,YGR071C
UPF3,YGR072W
MRPL25,YGR076C
PEX8,YGR077C
PAC10,YGR078C
YGR079W,YGR079W
TWF1,YGR080W
SLX9,YGR081C
MRP13,YGR084C
RPL11B,YGR085C
PIL1,YGR086C
PDC6,YGR087C
CTT1,YGR088W
NNF2,YGR089W
DBF2,YGR092W
DRN1,YGR093W
TPC1,YGR096W
ASK10,YGR097W
MDR1,YGR100W
PCP1,YGR101W
YGR102C,YGR102C
SRB5,YGR104C
VMA21,YGR105W
VOA1,YGR106C
YGR107W,YGR107W
CLB1,YGR108W
CLB6,YGR109C
CLD1,YGR110W
YGR111W,YGR111W
SHY1,YGR112W
YGR117C,YGR117C
RPS23A,YGR118W
MEP1,YGR121C
YGR122W,YGR122W
PPT1,YGR123C
ASN2,YGR124W
YGR125W,YGR125W
YGR126W,YGR126W
YGR127W,YGR127W
SYF2,YGR129W
YGR130C,YGR130C
YGR131W,YGR131W
PHB1,YGR132C
PEX4,YGR133W
CAF130,YGR134W
PRE9,YGR135W
LSB1,YGR136W
YGR137W,YGR137W
TPO2,YGR138C
YGR139W,YGR139W
VPS62,YGR141W
BTN2,YGR142W
SKN1,YGR143W
THI4,YGR144W
YGR146C,YGR146C
RPL24B,YGR148C
YGR149W,YGR149W
YGR151C,YGR151C
RSR1,YGR152C
YGR153W,YGR153W
GTO1,YGR154C
CYS4,YGR155W
CHO2,YGR157W
NSR1,YGR159C
YGR160W,YGR160W
RTS3,YGR161C
TIF4631,YGR162W
GTR2,YGR163W
YGR164W,YGR164W
MRPS35,YGR165W
CLC1,YGR167W
YGR168C,YGR168C
PUS6,YGR169C
PSD2,YGR170W
MSM1,YGR171C
RBG2,YGR173W
CBP4,YGR174C
YGR176W,YGR176W
ATF2,YGR177C
PBP1,YGR178C
RNR4,YGR180C
TIM13,YGR181W
YGR182C,YGR182C
QCR9,YGR183C
UBR1,YGR184C
HGH1,YGR187C
BUB1,YGR188C
CRH1,YGR189C
TDH3,YGR192C
PDX1,YGR193C
XKS1,YGR194C
FYV8,YGR196C
SNG1,YGR197C
PMT6,YGR199W
ELP2,YGR200C
YGR201C,YGR201C
PCT1,YGR202C
YGR203W,YGR203W
ADE3,YGR204W
YGR205W,YGR205W
MVB12,YGR206W
YGR207C,YGR207C
SER2,YGR208W
TRX2,YGR209C
YGR210C,YGR210C
SLI1,YGR212W
RTA1,YGR213C
RPS0A,YGR214W
RSM27,YGR215W
CCH1,YGR217W
YGR219W,YGR219W
MRPL9,YGR220C
TOS2,YGR221C
PET54,YGR222W
HSV2,YGR223C
AZR1,YGR224W
AMA1,YGR225W
YGR226C,YGR226C
DIE2,YGR227W
YGR228W,YGR228W
SMI1,YGR229C
BNS1,YGR230W
PHB2,YGR231C
NAS6,YGR232W
PHO81,YGR233C
YHB1,YGR234W
YGR235C,YGR235C
SPG1,YGR236C
YGR237C,YGR237C
KEL2,YGR238C
PEX21,YGR239C
PFK1,YGR240C
YAP1802,YGR241C
YGR242W,YGR242W
LSC2,YGR244C
CPD1,YGR247W
SOL4,YGR248W
MGA1,YGR249W
YGR250C,YGR250C
GCN5,YGR252W
ENO1,YGR254W
COQ6,YGR255C
GND2,YGR256W
MTM1,YGR257C
RAD2,YGR258C
YGR259C,YGR259C
TNA1,YGR260W
APL6,YGR261C
BUD32,YGR262C
SAY1,YGR263C
YGR266W,YGR266W
HUA1,YGR268C
YGR269W,YGR269W
YTA7,YGR270W
SLH1,YGR271W
YGR273C,YGR273C
RTT102,YGR275W
RNH70,YGR276C
SCW4,YGR279C
YOR1,YGR281W
BGL2,YGR282C
YGR283C,YGR283C
ERV29,YGR284C
ZUO1,YGR285C
BIO2,YGR286C
YGR287C,YGR287C
MAL13,YGR288W
MAL11,YGR289C
YGR290W,YGR290W
YGR291C,YGR291C
MAL12,YGR292W
COS6,YGR295C
HSE1,YHL002W
LAG1,YHL003C
YHL005C,YHL005C
SHU1,YHL006C
STE20,YHL007C
YHL008C,YHL008C
YAP3,YHL009C
YHL010C,YHL010C
PRS3,YHL011C
YHL012W,YHL012W
OTU2,YHL013C
YLF2,YHL014C
DUR3,YHL016C
YHL017W,YHL017W
APM2,YHL019C
OPI1,YHL020C
SPO11,YHL022C
RIM4,YHL024W
SNF6,YHL025W
YHL026C,YHL026C
RIM101,YHL027W
WSC4,YHL028W
OCA5,YHL029C
ECM29,YHL030W
GOS1,YHL031C
GUT1,YHL032C
RPL8A,YHL033C
SBP1,YHL034C
VMR1,YHL035C
MUP3,YHL036W
YHL037C,YHL037C
CBP2,YHL038C
YHL039W,YHL039W
ARN1,YHL040C
YHL041W,YHL041W
YHL042W,YHL042W
ECM34,YHL043W
YHL044W,YHL044W
YHL045W,YHL045W
PAU13,YHL046C
ARN2,YHL047C
QCR10,YHR001W-A
YHR003C,YHR003C
NEM1,YHR004C
GPA1,YHR005C
STP2,YHR006W
SOD2,YHR008C
YHR009C,YHR009C
DIA4,YHR011W
VPS29,YHR012W
ARD1,YHR013C
SPO13,YHR014W
MIP6,YHR015W
YSC84,YHR016C
YSC83,YHR017W
ARG4,YHR018C
RPS27B,YHR021C
ECM12,YHR021W-A
YHR022C,YHR022C
THR1,YHR025W
VMA16,YHR026W
DAP2,YHR028C
YHI9,YHR029C
SLT2,YHR030C
RRM3,YHR031C
YHR032W,YHR032W
YHR033W,YHR033W
YHR035W,YHR035W
PUT2,YHR037W
RRF1,YHR038W
MSC7,YHR039C
VMA10,YHR039C-A
SRB2,YHR041C
DOG2,YHR043C
DOG1,YHR044C
YHR045W,YHR045W
INM1,YHR046C
AAP1,YHR047C
YHK8,YHR048W
FSH1,YHR049W
SMF2,YHR050W
COX6,YHR051W
CPR2,YHR057C
FYV4,YHR059W
VMA22,YHR060W
GIC1,YHR061C
SSZ1,YHR064C
SSF1,YHR066W
HTD2,YHR067W
PCL5,YHR071W
OSH3,YHR073W
PPE1,YHR075C
PTC7,YHR076W
NMD2,YHR077C
YHR078W,YHR078W
IRE1,YHR079C
YHR080C,YHR080C
LRP1,YHR081W
KSP1,YHR082C
NAM8,YHR086W
RTC3,YHR087W
MSR1,YHR091C
HXT4,YHR092C
AHT1,YHR093W
HXT1,YHR094C
YHR095W,YHR095W
YHR097C,YHR097C
YHR100C,YHR100C
SBE22,YHR103W
GRE3,YHR104W
YPT35,YHR105W
TRR2,YHR106W
GGA2,YHR108W
CTM1,YHR109W
ERP5,YHR110W
UBA4,YHR111W
YHR112C,YHR112C
YHR113W,YHR113W
BZZ1,YHR114W
DMA1,YHR115C
COX23,YHR116W
TOM71,YHR117W
MSH1,YHR120W
LSM12,YHR121W
EPT1,YHR123W
NDT80,YHR124W
YHR125W,YHR125W
YHR126C,YHR126C
YHR127W,YHR127W
ARP1,YHR129C
YHR130C,YHR130C
YHR131C,YHR131C
ECM14,YHR132C
IGO2,YHR132W-A
NSG1,YHR133C
WSS1,YHR134W
YCK1,YHR135C
SPL2,YHR136C
ARO9,YHR137W
YHR138C,YHR138C
SPS100,YHR139C
YHR140W,YHR140W
CHS7,YHR142W
DSE2,YHR143W
CRP1,YHR146W
MRPL6,YHR147C
PEX28,YHR150W
MTC6,YHR151C
SPO12,YHR152W
SPO16,YHR153C
RTT107,YHR154W
YSP1,YHR155W
LIN1,YHR156C
REC104,YHR157W
KEL1,YHR158C
YHR159W,YHR159W
PEX18,YHR160C
YAP1801,YHR161C
YHR162W,YHR162W
SOL3,YHR163W
THP2,YHR167W
MTG2,YHR168W
ATG7,YHR171W
FMO1,YHR176W
YHR177W,YHR177W
STB5,YHR178W
OYE2,YHR179W
YHR180W,YHR180W
SVP26,YHR181W
YHR182W,YHR182W
GND1,YHR183W
SSP1,YHR184W
PFS1,YHR185C
PTH1,YHR189W
CTF8,YHR191C
EGD2,YHR193C
MDM31,YHR194W
NVJ1,YHR195W
RPN10,YHR200W
YHR202W,YHR202W
RPS4B,YHR203C
MNL1,YHR204W
SCH9,YHR205W
SKN7,YHR206W
SET5,YHR207C
CRG1,YHR209W
YHR210C,YHR210C
YIL001W,YIL001W
INP51,YIL002C
EPS1,YIL005W
YIA6,YIL006W
NAS2,YIL007C
URM1,YIL008W
EST3,YIL009C-A
FAA3,YIL009W
DOT5,YIL010W
TIR3,YIL011W
YIL012W,YIL012W
PDR11,YIL013C
MNT3,YIL014W
BAR1,YIL015W
SNL1,YIL016W
VID28,YIL017C
RPL2B,YIL018W
HIS6,YIL020C
YKE4,YIL023C
YIL024C,YIL024C
YIL025C,YIL025C
YIL028W,YIL028W
YIL029C,YIL029C
SSM4,YIL030C
YIL032C,YIL032C
CAP2,YIL034C
CKA1,YIL035C
CST6,YIL036W
PRM2,YIL037C
NOT3,YIL038C
TED1,YIL039W
APQ12,YIL040W
GVP36,YIL041W
PKP1,YIL042C
CBR1,YIL043C
AGE2,YIL044C
PIG2,YIL045W
SYG1,YIL047C
DFG10,YIL049W
PCL7,YIL050W
RPL34B,YIL052C
YIL054W,YIL054W
YIL055C,YIL055C
VHR1,YIL056W
YIL057C,YIL057C
YIL058W,YIL058W
YIL059C,YIL059C
YIL060W,YIL060W
FIS1,YIL065C
RNR3,YIL066C
YIL067C,YIL067C
RPS24B,YIL069C
MAM33,YIL070C
PCI8,YIL071C
HOP1,YIL072W
SPO22,YIL073C
SER33,YIL074C
SEC28,YIL076W
YIL077C,YIL077C
AIR1,YIL079C
SDS3,YIL084C
KTR7,YIL085C
YIL086C,YIL086C
AVT7,YIL088C
YIL089W,YIL089W
ICE2,YIL090W
YIL092W,YIL092W
RSM25,YIL093C
LYS12,YIL094C
PRK1,YIL095W
YIL096C,YIL096C
FYV10,YIL097W
FMC1,YIL098C
SGA1,YIL099W
YIL100W,YIL100W
XBP1,YIL101C
YIL102C,YIL102C
DPH1,YIL103W
SLM1,YIL105C
PFK26,YIL107C
YIL108W,YIL108W
COX5B,YIL111W
HOS4,YIL112W
SDP1,YIL113W
POR2,YIL114C
HIS5,YIL116W
PRM5,YIL117C
RPI1,YIL119C
QDR1,YIL120W
QDR2,YIL121W
POG1,YIL122W
SIM1,YIL123W
AYR1,YIL124W
KGD1,YIL125W
MET18,YIL128W
ASG1,YIL130W
FKH1,YIL131C
CSM2,YIL132C
RPL16A,YIL133C
FLX1,YIL134W
VHS2,YIL135C
OM45,YIL136W
TMA108,YIL137C
TPM2,YIL138C
REV7,YIL139C
AXL2,YIL140W
YIL141W,YIL141W
PAN6,YIL145C
ATG32,YIL146C
RPL40A,YIL148W
MLP2,YIL149C
YIL152W,YIL152W
RRD1,YIL153W
GUT2,YIL155C
UBP7,YIL156W
COA1,YIL157C
AIM20,YIL158W
BNR1,YIL159W
POT1,YIL160C
YIL161W,YIL161W
SUC2,YIL162W
YIL163C,YIL163C
NIT1,YIL164C
YIL165C,YIL165C
YIL166C,YIL166C
SDL1,YIL167W
HXT12,YIL170W
VTH1,YIL173W
SGN1,YIR001C
MPH1,YIR002C
AIM21,YIR003W
DJP1,YIR004W
IST3,YIR005W
YIR007W,YIR007W
GAT4,YIR013C
YIR014W,YIR014W
YIR016W,YIR016W
MET28,YIR017C
YAP5,YIR018W
YIR020C,YIR020C
MRS1,YIR021W
DAL81,YIR023W
YIR024C,YIR024C
MND2,YIR025W
YVH1,YIR026C
DAL1,YIR027C
DAL4,YIR028W
DAL2,YIR029W
DCG1,YIR030C
DAL7,YIR031C
DAL3,YIR032C
MGA2,YIR033W
LYS1,YIR034C
YIR035C,YIR035C
IRC24,YIR036C
HYR1,YIR037W
GTT1,YIR038C
YPS6,YIR039C
YIR042C,YIR042C
YIR043C,YIR043C
COX16,YJL003W
SYS1,YJL004C
CTK2,YJL006C
YJL007C,YJL007C
VTC4,YJL012C
MAD3,YJL013C
YJL016W,YJL016W
BBC1,YJL020C
YJL022W,YJL022W
PET130,YJL023C
APS3,YJL024C
YJL027C,YJL027C
YJL028W,YJL028W
VPS53,YJL029C
MAD2,YJL030W
SNX4,YJL036W
IRC18,YJL037W
LOH1,YJL038C
MHP1,YJL042W
YJL043W,YJL043W
GYP6,YJL044C
YJL045W,YJL045W
AIM22,YJL046W
RTT101,YJL047C
UBX6,YJL048C
YJL049W,YJL049W
IRC8,YJL051W
TDH1,YJL052W
PEP8,YJL053W
YJL055W,YJL055W
ZAP1,YJL056C
IKS1,YJL057C
BIT61,YJL058C
YHC3,YJL059W
BNA3,YJL060W
LAS21,YJL062W
MRPL8,YJL063C
YJL064W,YJL064W
DLS1,YJL065C
MPM1,YJL066C
YJL067W,YJL067W
YJL068C,YJL068C
YJL070C,YJL070C
ARG2,YJL071W
JEM1,YJL073W
YJL075C,YJL075C
ICS3,YJL077C
PRY3,YJL078C
PRY1,YJL079C
SCP160,YJL080C
IML2,YJL082W
TAX4,YJL083W
ALY2,YJL084C
ARG3,YJL088W
SIP4,YJL089W
SRS2,YJL092W
TOK1,YJL093C
KHA1,YJL094C
BCK1,YJL095W
MRPL49,YJL096W
SAP185,YJL098W
CHS6,YJL099W
LSB6,YJL100W
GSH1,YJL101C
MEF2,YJL102W
GSM1,YJL103C
SET4,YJL105W
IME2,YJL106W
YJL107C,YJL107C
PRM10,YJL108C
GZF3,YJL110C
MDV1,YJL112W
ASF1,YJL115W
NCA3,YJL116C
PHO86,YJL117W
YJL118W,YJL118W
YJL119C,YJL119C
YJL120W,YJL120W
RPE1,YJL121C
ALB1,YJL122W
MTC1,YJL123C
LSM1,YJL124C
NIT2,YJL126W
SPT10,YJL127C
PBS2,YJL128C
TRK1,YJL129C
URA2,YJL130C
AIM23,YJL131C
YJL132W,YJL132W
MRS3,YJL133W
LCB3,YJL134W
YJL135W,YJL135W
RPS21B,YJL136C
GLG2,YJL137C
TIF2,YJL138C
YUR1,YJL139C
RPB4,YJL140W
YAK1,YJL141C
YJL142C,YJL142C
YJL144W,YJL144W
SFH5,YJL145W
IDS2,YJL146W
YJL147C,YJL147C
RPA34,YJL148W
DAS1,YJL149W
YJL150W,YJL150W
SNA3,YJL151C
YJL152W,YJL152W
INO1,YJL153C
VPS35,YJL154C
FBP26,YJL155C
FAR1,YJL157C
CIS3,YJL158C
HSP150,YJL159W
YJL160C,YJL160C
FMP33,YJL161W
JJJ2,YJL162C
YJL163C,YJL163C
TPK1,YJL164C
HAL5,YJL165C
QCR8,YJL166W
SET2,YJL168C
YJL169W,YJL169W
ASG7,YJL170C
YJL171C,YJL171C
CPS1,YJL172W
YJL175W,YJL175W
SWI3,YJL176C
RPL17B,YJL177W
ATG27,YJL178C
PFD1,YJL179W
ATP12,YJL180C
YJL181W,YJL181W
YJL182C,YJL182C
MNN11,YJL183W
GON7,YJL184W
YJL185C,YJL185C
MNN5,YJL186W
SWE1,YJL187C
BUD19,YJL188C
RPL39,YJL189W
