id1,id2,tag,tag_counts,selfpairs,DegreePercentile1,DegreePercentile2,DegreePercentileProduct
CALIFORNIA,FLORIDA,CALIFORNIA_FLORIDA,1,0,0.270833333333333,0.0833333333333334,-0.0177231759584587
MAINE,WISCONSIN,MAINE_WISCONSIN,1,0,0.0208333333333334,0.479166666666667,0.00399332373090894
RHODE_ISLAND,WASHINGTON,RHODE_ISLAND_WASHINGTON,1,0,0.270833333333333,0.0833333333333334,0.0139488882543061
OHIO,SOUTH_CAROLINA,OHIO_SOUTH_CAROLINA,1,0,0.6875,0.0833333333333334,0.0272318793145896
NEW_HAMPSHIRE,VERMONT,NEW_HAMPSHIRE_VERMONT,1,0,0.270833333333333,0.270833333333333,0.0315048559044216
FLORIDA,NEW_JERSEY,FLORIDA_NEW_JERSEY,1,0,0.0833333333333334,0.270833333333333,0.0381679844751611
CONNECTICUT,SOUTH_CAROLINA,CONNECTICUT_SOUTH_CAROLINA,1,0,0.270833333333333,0.0833333333333334,0.0458101489629442
CALIFORNIA,LOUISIANA,CALIFORNIA_LOUISIANA,1,0,0.270833333333333,0.270833333333333,0.0568132991135158
INDIANA,WASHINGTON,INDIANA_WASHINGTON,1,0,0.479166666666667,0.0833333333333334,0.0573905491016401
DELAWARE,NEW_JERSEY,DELAWARE_NEW_JERSEY,1,0,0.270833333333333,0.270833333333333,0.0606627801500488
DELAWARE,NORTH_DAKOTA,DELAWARE_NORTH_DAKOTA,1,0,0.270833333333333,0.270833333333333,0.0650252267075177
NORTH_DAKOTA,VERMONT,NORTH_DAKOTA_VERMONT,1,0,0.270833333333333,0.270833333333333,0.0666042016214631
CALIFORNIA,NEW_HAMPSHIRE,CALIFORNIA_NEW_HAMPSHIRE,1,0,0.270833333333333,0.270833333333333,0.0746381266145282
DELAWARE,LOUISIANA,DELAWARE_LOUISIANA,1,0,0.270833333333333,0.270833333333333,0.0883658980258823
LOUISIANA,NEW_JERSEY,LOUISIANA_NEW_JERSEY,1,0,0.270833333333333,0.270833333333333,0.0929982308448428
INDIANA,NORTH_DAKOTA,INDIANA_NORTH_DAKOTA,1,0,0.479166666666667,0.270833333333333,0.104021075805765
MARYLAND,RHODE_ISLAND,MARYLAND_RHODE_ISLAND,1,0,0.479166666666667,0.270833333333333,0.115765326293619
NEW_HAMPSHIRE,NORTH_CAROLINA,NEW_HAMPSHIRE_NORTH_CAROLINA,1,0,0.270833333333333,0.479166666666667,0.116178638782229
CONNECTICUT,MISSISSIPPI,CONNECTICUT_MISSISSIPPI,1,0,0.270833333333333,0.479166666666667,0.125075253734319
OREGON,VERMONT,OREGON_VERMONT,1,0,0.479166666666667,0.270833333333333,0.129756546229088
CONNECTICUT,TEXAS,CONNECTICUT_TEXAS,1,0,0.270833333333333,0.479166666666667,0.168241566203664
