id1,id2,tag,tag_counts,selfpairs,DegreePercentile1,DegreePercentile2,DegreePercentileProduct
CONNECTICUT,WASHINGTON,CONNECTICUT_WASHINGTON,1,0,0.270833333333333,0.0833333333333334,0.00973579760637917
NEW_JERSEY,NORTH_DAKOTA,NEW_JERSEY_NORTH_DAKOTA,1,0,0.270833333333333,0.270833333333333,0.0201436823055435
TEXAS,WASHINGTON,TEXAS_WASHINGTON,1,0,0.479166666666667,0.0833333333333334,0.0226962851043384
KANSAS,MAINE,KANSAS_MAINE,1,0,0.479166666666667,0.0208333333333334,0.0253687510066029
FLORIDA,MISSISSIPPI,FLORIDA_MISSISSIPPI,1,0,0.0833333333333334,0.479166666666667,0.0413684470193248
NEW_HAMPSHIRE,SOUTH_CAROLINA,NEW_HAMPSHIRE_SOUTH_CAROLINA,1,0,0.270833333333333,0.0833333333333334,0.0427182573856706
FLORIDA,LOUISIANA,FLORIDA_LOUISIANA,1,0,0.0833333333333334,0.270833333333333,0.0551431370970691
NEW_HAMPSHIRE,NORTH_DAKOTA,NEW_HAMPSHIRE_NORTH_DAKOTA,1,0,0.270833333333333,0.270833333333333,0.0629281422416275
DELAWARE,SOUTH_CAROLINA,DELAWARE_SOUTH_CAROLINA,1,0,0.270833333333333,0.0833333333333334,0.0635261936454139
MARYLAND,VERMONT,MARYLAND_VERMONT,1,0,0.479166666666667,0.270833333333333,0.085178890419526
CONNECTICUT,OREGON,CONNECTICUT_OREGON,1,0,0.270833333333333,0.479166666666667,0.0927043495640787
CALIFORNIA,RHODE_ISLAND,CALIFORNIA_RHODE_ISLAND,1,0,0.270833333333333,0.270833333333333,0.0940633943157634
KANSAS,VERMONT,KANSAS_VERMONT,1,0,0.479166666666667,0.270833333333333,0.120662629698189
NEW_JERSEY,WISCONSIN,NEW_JERSEY_WISCONSIN,1,0,0.270833333333333,0.479166666666667,0.126542827516338
MISSISSIPPI,RHODE_ISLAND,MISSISSIPPI_RHODE_ISLAND,1,0,0.479166666666667,0.270833333333333,0.129502657316629
KANSAS,LOUISIANA,KANSAS_LOUISIANA,1,0,0.479166666666667,0.270833333333333,0.133532922090945
ALABAMA,NEW_HAMPSHIRE,ALABAMA_NEW_HAMPSHIRE,1,0,0.479166666666667,0.270833333333333,0.134038243061924
LOUISIANA,MARYLAND,LOUISIANA_MARYLAND,1,0,0.270833333333333,0.479166666666667,0.141828489354883
NORTH_CAROLINA,RHODE_ISLAND,NORTH_CAROLINA_RHODE_ISLAND,1,0,0.479166666666667,0.270833333333333,0.145968896515272
TEXAS,VERMONT,TEXAS_VERMONT,1,0,0.479166666666667,0.270833333333333,0.151279629539405
CONNECTICUT,MINNESOTA,CONNECTICUT_MINNESOTA,1,0,0.270833333333333,0.6875,0.157711213640016
DELAWARE,WISCONSIN,DELAWARE_WISCONSIN,1,0,0.270833333333333,0.479166666666667,0.159018560606451
CALIFORNIA,MONTANA,CALIFORNIA_MONTANA,1,0,0.270833333333333,0.479166666666667,0.177460746082559
NEW_JERSEY,WEST_VIRGINIA,NEW_JERSEY_WEST_VIRGINIA,1,0,0.270833333333333,0.6875,0.201889395224201
CALIFORNIA,MICHIGAN,CALIFORNIA_MICHIGAN,1,0,0.270833333333333,0.6875,0.203463271317015
INDIANA,TEXAS,INDIANA_TEXAS,1,0,0.479166666666667,0.479166666666667,0.216177734634207
ARIZONA,NORTH_DAKOTA,ARIZONA_NORTH_DAKOTA,1,0,0.6875,0.270833333333333,0.216239032245321
DELAWARE,VIRGINIA,DELAWARE_VIRGINIA,1,0,0.270833333333333,0.6875,0.226813702710361
INDIANA,MARYLAND,INDIANA_MARYLAND,1,0,0.479166666666667,0.479166666666667,0.232675408264059
MISSISSIPPI,WISCONSIN,MISSISSIPPI_WISCONSIN,1,0,0.479166666666667,0.479166666666667,0.236392843704742
NORTH_CAROLINA,OREGON,NORTH_CAROLINA_OREGON,1,0,0.479166666666667,0.479166666666667,0.248125914843879
MONTANA,OREGON,MONTANA_OREGON,1,0,0.479166666666667,0.479166666666667,0.252719218925906
GEORGIA,OREGON,GEORGIA_OREGON,1,0,0.6875,0.479166666666667,0.258178314467053
ALABAMA,NORTH_CAROLINA,ALABAMA_NORTH_CAROLINA,1,0,0.479166666666667,0.479166666666667,0.278698132019692
MONTANA,VIRGINIA,MONTANA_VIRGINIA,1,0,0.479166666666667,0.6875,0.292720815559174
NEW_MEXICO,TEXAS,NEW_MEXICO_TEXAS,1,0,0.6875,0.479166666666667,0.30206568345831
NEW_MEXICO,WISCONSIN,NEW_MEXICO_WISCONSIN,1,0,0.6875,0.479166666666667,0.304441278746817
MONTANA,NEVADA,MONTANA_NEVADA,1,0,0.479166666666667,0.6875,0.335615525820661
INDIANA,WEST_VIRGINIA,INDIANA_WEST_VIRGINIA,1,0,0.479166666666667,0.6875,0.342816023150193
ALABAMA,MASSACHUSETTS,ALABAMA_MASSACHUSETTS,1,0,0.479166666666667,0.6875,0.359933484785703
ALABAMA,ARIZONA,ALABAMA_ARIZONA,1,0,0.479166666666667,0.6875,0.364892852885915
MARYLAND,NEVADA,MARYLAND_NEVADA,1,0,0.479166666666667,0.6875,0.374826319099721
ILLINOIS,INDIANA,ILLINOIS_INDIANA,1,0,0.916666666666667,0.479166666666667,0.4156774286699
IDAHO,MISSISSIPPI,IDAHO_MISSISSIPPI,1,0,0.916666666666667,0.479166666666667,0.41751014309647
KANSAS,SOUTH_DAKOTA,KANSAS_SOUTH_DAKOTA,1,0,0.479166666666667,0.916666666666667,0.427976752521498
NORTH_CAROLINA,UTAH,NORTH_CAROLINA_UTAH,1,0,0.479166666666667,0.916666666666667,0.436710588580732
GEORGIA,NEVADA,GEORGIA_NEVADA,1,0,0.6875,0.6875,0.453311249328326
MINNESOTA,OHIO,MINNESOTA_OHIO,1,0,0.6875,0.6875,0.462683783931079
MASSACHUSETTS,MICHIGAN,MASSACHUSETTS_MICHIGAN,1,0,0.6875,0.6875,0.467797161716242
OHIO,VIRGINIA,OHIO_VIRGINIA,1,0,0.6875,0.6875,0.479744610945628
OHIO,WEST_VIRGINIA,OHIO_WEST_VIRGINIA,1,0,0.6875,0.6875,0.479868912388878
MICHIGAN,VIRGINIA,MICHIGAN_VIRGINIA,1,0,0.6875,0.6875,0.482944143792558
MASSACHUSETTS,MINNESOTA,MASSACHUSETTS_MINNESOTA,1,0,0.6875,0.6875,0.483056691512346
