id1,id2,tag,tag_counts,selfpairs,DegreePercentile1,DegreePercentile2,DegreePercentileProduct
FLORIDA,NORTH_CAROLINA,FLORIDA_NORTH_CAROLINA,1,0,0.0833333333333334,0.479166666666667,-0.0318312431157498
KANSAS,MAINE,KANSAS_MAINE,1,0,0.479166666666667,0.0208333333333334,0.0067803104101471
ALABAMA,SOUTH_CAROLINA,ALABAMA_SOUTH_CAROLINA,1,0,0.479166666666667,0.0833333333333334,0.0274800993316902
DELAWARE,NEW_HAMPSHIRE,DELAWARE_NEW_HAMPSHIRE,1,0,0.270833333333333,0.270833333333333,0.0278458907957671
INDIANA,WASHINGTON,INDIANA_WASHINGTON,1,0,0.479166666666667,0.0833333333333334,0.0296349611628643
CONNECTICUT,DELAWARE,CONNECTICUT_DELAWARE,1,0,0.270833333333333,0.270833333333333,0.0349664118456903
NORTH_DAKOTA,RHODE_ISLAND,NORTH_DAKOTA_RHODE_ISLAND,1,0,0.270833333333333,0.270833333333333,0.0368275194720278
CONNECTICUT,NEW_JERSEY,CONNECTICUT_NEW_JERSEY,1,0,0.270833333333333,0.270833333333333,0.044913579246307
RHODE_ISLAND,WASHINGTON,RHODE_ISLAND_WASHINGTON,1,0,0.270833333333333,0.0833333333333334,0.0452897673989399
NEW_HAMPSHIRE,NORTH_DAKOTA,NEW_HAMPSHIRE_NORTH_DAKOTA,1,0,0.270833333333333,0.270833333333333,0.0583962739995796
LOUISIANA,RHODE_ISLAND,LOUISIANA_RHODE_ISLAND,1,0,0.270833333333333,0.270833333333333,0.0672895717360087
MONTANA,NEW_JERSEY,MONTANA_NEW_JERSEY,1,0,0.479166666666667,0.270833333333333,0.0833690651008347
FLORIDA,KANSAS,FLORIDA_KANSAS,1,0,0.0833333333333334,0.479166666666667,0.085856329626824
DELAWARE,INDIANA,DELAWARE_INDIANA,1,0,0.270833333333333,0.479166666666667,0.0959544984314174
NORTH_CAROLINA,SOUTH_CAROLINA,NORTH_CAROLINA_SOUTH_CAROLINA,1,0,0.479166666666667,0.0833333333333334,0.108057940587555
CALIFORNIA,KANSAS,CALIFORNIA_KANSAS,1,0,0.270833333333333,0.479166666666667,0.113091835944218
CONNECTICUT,INDIANA,CONNECTICUT_INDIANA,1,0,0.270833333333333,0.479166666666667,0.119251890062324
MONTANA,VERMONT,MONTANA_VERMONT,1,0,0.479166666666667,0.270833333333333,0.124453537866203
MISSISSIPPI,NEW_JERSEY,MISSISSIPPI_NEW_JERSEY,1,0,0.479166666666667,0.270833333333333,0.133110003247944
NEW_HAMPSHIRE,TEXAS,NEW_HAMPSHIRE_TEXAS,1,0,0.270833333333333,0.479166666666667,0.136510735169644
CALIFORNIA,MARYLAND,CALIFORNIA_MARYLAND,1,0,0.270833333333333,0.479166666666667,0.138173793248297
ALABAMA,LOUISIANA,ALABAMA_LOUISIANA,1,0,0.479166666666667,0.270833333333333,0.141524557933971
OREGON,VERMONT,OREGON_VERMONT,1,0,0.479166666666667,0.270833333333333,0.143923594373377
MISSISSIPPI,VERMONT,MISSISSIPPI_VERMONT,1,0,0.479166666666667,0.270833333333333,0.149251690022511
NORTH_DAKOTA,TEXAS,NORTH_DAKOTA_TEXAS,1,0,0.270833333333333,0.479166666666667,0.166463795342912
CALIFORNIA,OHIO,CALIFORNIA_OHIO,1,0,0.270833333333333,0.6875,0.170944156444003
LOUISIANA,UTAH,LOUISIANA_UTAH,1,0,0.270833333333333,0.916666666666667,0.195967842770119
