id1,id2,tag,tag_counts,selfpairs,DegreePercentile1,DegreePercentile2,DegreePercentileProduct
MAINE,TEXAS,MAINE_TEXAS,1,0,0.0208333333333334,0.479166666666667,-0.0113361138175895
LOUISIANA,WASHINGTON,LOUISIANA_WASHINGTON,1,0,0.270833333333333,0.0833333333333334,0.00325378844748677
FLORIDA,NORTH_CAROLINA,FLORIDA_NORTH_CAROLINA,1,0,0.0833333333333334,0.479166666666667,0.0191250329141433
MISSISSIPPI,SOUTH_CAROLINA,MISSISSIPPI_SOUTH_CAROLINA,1,0,0.479166666666667,0.0833333333333334,0.0409629011715595
MINNESOTA,WASHINGTON,MINNESOTA_WASHINGTON,1,0,0.6875,0.0833333333333334,0.0629994860365545
FLORIDA,WEST_VIRGINIA,FLORIDA_WEST_VIRGINIA,1,0,0.0833333333333334,0.6875,0.0648408591575701
MASSACHUSETTS,SOUTH_CAROLINA,MASSACHUSETTS_SOUTH_CAROLINA,1,0,0.6875,0.0833333333333334,0.0841358859359153
LOUISIANA,NEW_JERSEY,LOUISIANA_NEW_JERSEY,1,0,0.270833333333333,0.270833333333333,0.0854187828263615
CONNECTICUT,DELAWARE,CONNECTICUT_DELAWARE,1,0,0.270833333333333,0.270833333333333,0.102680136494001
KANSAS,RHODE_ISLAND,KANSAS_RHODE_ISLAND,1,0,0.479166666666667,0.270833333333333,0.110291968813193
MARYLAND,RHODE_ISLAND,MARYLAND_RHODE_ISLAND,1,0,0.479166666666667,0.270833333333333,0.112255282356519
MONTANA,NEW_HAMPSHIRE,MONTANA_NEW_HAMPSHIRE,1,0,0.479166666666667,0.270833333333333,0.138895697939615
CONNECTICUT,TEXAS,CONNECTICUT_TEXAS,1,0,0.270833333333333,0.479166666666667,0.143955743571153
MARYLAND,NEW_JERSEY,MARYLAND_NEW_JERSEY,1,0,0.479166666666667,0.270833333333333,0.144913220890963
MISSISSIPPI,NEW_JERSEY,MISSISSIPPI_NEW_JERSEY,1,0,0.479166666666667,0.270833333333333,0.146823065717737
NEW_HAMPSHIRE,OREGON,NEW_HAMPSHIRE_OREGON,1,0,0.270833333333333,0.479166666666667,0.153359577270137
CALIFORNIA,NORTH_CAROLINA,CALIFORNIA_NORTH_CAROLINA,1,0,0.270833333333333,0.479166666666667,0.158904666576574
MINNESOTA,RHODE_ISLAND,MINNESOTA_RHODE_ISLAND,1,0,0.6875,0.270833333333333,0.163366789024944
