id1,id2,tag,tag_counts,selfpairs,DegreePercentile1,DegreePercentile2,DegreePercentileProduct
CONNECTICUT,FLORIDA,CONNECTICUT_FLORIDA,1,0,0.270833333333333,0.0833333333333334,-0.0227198589448757
RHODE_ISLAND,WASHINGTON,RHODE_ISLAND_WASHINGTON,1,0,0.270833333333333,0.0833333333333334,-0.00640452547305869
ALABAMA,SOUTH_CAROLINA,ALABAMA_SOUTH_CAROLINA,1,0,0.479166666666667,0.0833333333333334,-0.00486141605999902
SOUTH_CAROLINA,WASHINGTON,SOUTH_CAROLINA_WASHINGTON,1,0,0.0833333333333334,0.0833333333333334,0.0206951839885147
DELAWARE,NORTH_DAKOTA,DELAWARE_NORTH_DAKOTA,1,0,0.270833333333333,0.270833333333333,0.0426005086123308
ALABAMA,MAINE,ALABAMA_MAINE,1,0,0.479166666666667,0.0208333333333334,0.0465184464731747
LOUISIANA,VERMONT,LOUISIANA_VERMONT,1,0,0.270833333333333,0.270833333333333,0.0528988094200083
FLORIDA,WISCONSIN,FLORIDA_WISCONSIN,1,0,0.0833333333333334,0.479166666666667,0.0610103455225196
CONNECTICUT,KANSAS,CONNECTICUT_KANSAS,1,0,0.270833333333333,0.479166666666667,0.0661448958015315
NEW_HAMPSHIRE,VERMONT,NEW_HAMPSHIRE_VERMONT,1,0,0.270833333333333,0.270833333333333,0.0800418039294281
CALIFORNIA,VERMONT,CALIFORNIA_VERMONT,1,0,0.270833333333333,0.270833333333333,0.081430548075754
NEW_JERSEY,TEXAS,NEW_JERSEY_TEXAS,1,0,0.270833333333333,0.479166666666667,0.0955250797035034
CALIFORNIA,OREGON,CALIFORNIA_OREGON,1,0,0.270833333333333,0.479166666666667,0.105193991610443
DELAWARE,OREGON,DELAWARE_OREGON,1,0,0.270833333333333,0.479166666666667,0.108385079467309
MISSISSIPPI,NORTH_DAKOTA,MISSISSIPPI_NORTH_DAKOTA,1,0,0.479166666666667,0.270833333333333,0.111998116488186
MONTANA,NEW_JERSEY,MONTANA_NEW_JERSEY,1,0,0.479166666666667,0.270833333333333,0.115248169893497
KANSAS,NORTH_DAKOTA,KANSAS_NORTH_DAKOTA,1,0,0.479166666666667,0.270833333333333,0.126325642369964
INDIANA,LOUISIANA,INDIANA_LOUISIANA,1,0,0.479166666666667,0.270833333333333,0.130278224169509
NEW_JERSEY,OREGON,NEW_JERSEY_OREGON,1,0,0.270833333333333,0.479166666666667,0.133823228865256
NORTH_CAROLINA,RHODE_ISLAND,NORTH_CAROLINA_RHODE_ISLAND,1,0,0.479166666666667,0.270833333333333,0.137069323322037
CALIFORNIA,INDIANA,CALIFORNIA_INDIANA,1,0,0.270833333333333,0.479166666666667,0.138211991649668
MASSACHUSETTS,NEW_HAMPSHIRE,MASSACHUSETTS_NEW_HAMPSHIRE,1,0,0.6875,0.270833333333333,0.158073662212652
NEW_HAMPSHIRE,NORTH_CAROLINA,NEW_HAMPSHIRE_NORTH_CAROLINA,1,0,0.270833333333333,0.479166666666667,0.166062887558617
DELAWARE,MARYLAND,DELAWARE_MARYLAND,1,0,0.270833333333333,0.479166666666667,0.166383114722894
INDIANA,RHODE_ISLAND,INDIANA_RHODE_ISLAND,1,0,0.479166666666667,0.270833333333333,0.174248786741103
LOUISIANA,MICHIGAN,LOUISIANA_MICHIGAN,1,0,0.270833333333333,0.6875,0.177566599528821
TEXAS,WISCONSIN,TEXAS_WISCONSIN,1,0,0.479166666666667,0.479166666666667,0.181188811269295
ALABAMA,CONNECTICUT,ALABAMA_CONNECTICUT,1,0,0.479166666666667,0.270833333333333,0.181994300564228
ALABAMA,MISSISSIPPI,ALABAMA_MISSISSIPPI,1,0,0.479166666666667,0.479166666666667,0.18986073912475
MONTANA,OREGON,MONTANA_OREGON,1,0,0.479166666666667,0.479166666666667,0.2116754122582
MISSISSIPPI,MONTANA,MISSISSIPPI_MONTANA,1,0,0.479166666666667,0.479166666666667,0.253799811080382
MINNESOTA,TEXAS,MINNESOTA_TEXAS,1,0,0.6875,0.479166666666667,0.300264527066745
GEORGIA,MARYLAND,GEORGIA_MARYLAND,1,0,0.6875,0.479166666666667,0.311750243228976
NORTH_CAROLINA,WEST_VIRGINIA,NORTH_CAROLINA_WEST_VIRGINIA,1,0,0.479166666666667,0.6875,0.317594460878857
NEVADA,TEXAS,NEVADA_TEXAS,1,0,0.6875,0.479166666666667,0.322066940071855
MINNESOTA,MISSISSIPPI,MINNESOTA_MISSISSIPPI,1,0,0.6875,0.479166666666667,0.327964782704588
NORTH_CAROLINA,OHIO,NORTH_CAROLINA_OHIO,1,0,0.479166666666667,0.6875,0.329398065438208
INDIANA,NEVADA,INDIANA_NEVADA,1,0,0.479166666666667,0.6875,0.339729023743637
VIRGINIA,WISCONSIN,VIRGINIA_WISCONSIN,1,0,0.6875,0.479166666666667,0.342068556415718
MARYLAND,NEW_MEXICO,MARYLAND_NEW_MEXICO,1,0,0.479166666666667,0.6875,0.34628095537379
IDAHO,KANSAS,IDAHO_KANSAS,1,0,0.916666666666667,0.479166666666667,0.407851841924228
MARYLAND,NEBRASKA,MARYLAND_NEBRASKA,1,0,0.479166666666667,0.916666666666667,0.423725488882116
KANSAS,MISSOURI,KANSAS_MISSOURI,1,0,0.479166666666667,1,0.430645713980734
OHIO,VIRGINIA,OHIO_VIRGINIA,1,0,0.6875,0.6875,0.434739790810042
MINNESOTA,NEVADA,MINNESOTA_NEVADA,1,0,0.6875,0.6875,0.442563431994578
NEBRASKA,WISCONSIN,NEBRASKA_WISCONSIN,1,0,0.916666666666667,0.479166666666667,0.446769222428363
MINNESOTA,OHIO,MINNESOTA_OHIO,1,0,0.6875,0.6875,0.4575035741293
MONTANA,WYOMING,MONTANA_WYOMING,1,0,0.479166666666667,0.916666666666667,0.457782267817088
VIRGINIA,WEST_VIRGINIA,VIRGINIA_WEST_VIRGINIA,1,0,0.6875,0.6875,0.459573510596768
GEORGIA,NEVADA,GEORGIA_NEVADA,1,0,0.6875,0.6875,0.463128551532227
GEORGIA,MICHIGAN,GEORGIA_MICHIGAN,1,0,0.6875,0.6875,0.465114598810295
MICHIGAN,MINNESOTA,MICHIGAN_MINNESOTA,1,0,0.6875,0.6875,0.478076861362016
NEW_MEXICO,OHIO,NEW_MEXICO_OHIO,1,0,0.6875,0.6875,0.495104385024875
MICHIGAN,OHIO,MICHIGAN_OHIO,1,0,0.6875,0.6875,0.498133314941568
ARKANSAS,WEST_VIRGINIA,ARKANSAS_WEST_VIRGINIA,1,0,0.916666666666667,0.6875,0.580488304972394
ARIZONA,COLORADO,ARIZONA_COLORADO,1,0,0.6875,0.958333333333333,0.597218878242628
MASSACHUSETTS,SOUTH_DAKOTA,MASSACHUSETTS_SOUTH_DAKOTA,1,0,0.6875,0.916666666666667,0.604881265291998
NEBRASKA,WEST_VIRGINIA,NEBRASKA_WEST_VIRGINIA,1,0,0.916666666666667,0.6875,0.610985015776295
MASSACHUSETTS,WYOMING,MASSACHUSETTS_WYOMING,1,0,0.6875,0.916666666666667,0.611402244054253
ARKANSAS,NEW_MEXICO,ARKANSAS_NEW_MEXICO,1,0,0.916666666666667,0.6875,0.61917738073992
GEORGIA,WYOMING,GEORGIA_WYOMING,1,0,0.6875,0.916666666666667,0.623571727619145
TENNESSEE,VIRGINIA,TENNESSEE_VIRGINIA,1,0,1,0.6875,0.624227405505162
ARIZONA,WYOMING,ARIZONA_WYOMING,1,0,0.6875,0.916666666666667,0.624273010338952
ARIZONA,SOUTH_DAKOTA,ARIZONA_SOUTH_DAKOTA,1,0,0.6875,0.916666666666667,0.625297596600864
GEORGIA,TENNESSEE,GEORGIA_TENNESSEE,1,0,0.6875,1,0.631223600382476
UTAH,WEST_VIRGINIA,UTAH_WEST_VIRGINIA,1,0,0.916666666666667,0.6875,0.633635292816692
MASSACHUSETTS,PENNSYLVANIA,MASSACHUSETTS_PENNSYLVANIA,1,0,0.6875,0.916666666666667,0.640445026403395
MASSACHUSETTS,SOUTH_DAKOTA,MASSACHUSETTS_SOUTH_DAKOTA,1,0,0.6875,0.916666666666667,0.650231561134518
ARIZONA,IOWA,ARIZONA_IOWA,1,0,0.6875,0.916666666666667,0.654174227492144
NEW_MEXICO,OKLAHOMA,NEW_MEXICO_OKLAHOMA,1,0,0.6875,0.916666666666667,0.660175356595385
NEVADA,PENNSYLVANIA,NEVADA_PENNSYLVANIA,1,0,0.6875,0.916666666666667,0.663601976394403
NEW_MEXICO,WYOMING,NEW_MEXICO_WYOMING,1,0,0.6875,0.916666666666667,0.666794210345655
ARIZONA,UTAH,ARIZONA_UTAH,1,0,0.6875,0.916666666666667,0.675140056155509
MICHIGAN,MISSOURI,MICHIGAN_MISSOURI,1,0,0.6875,1,0.689308307799779
TENNESSEE,VIRGINIA,TENNESSEE_VIRGINIA,1,0,1,0.6875,0.713631621214175
ILLINOIS,IOWA,ILLINOIS_IOWA,1,0,0.916666666666667,0.916666666666667,0.827803532555349
NEW_YORK,OKLAHOMA,NEW_YORK_OKLAHOMA,1,0,0.916666666666667,0.916666666666667,0.830163620089282
IDAHO,ILLINOIS,IDAHO_ILLINOIS,1,0,0.916666666666667,0.916666666666667,0.833225013022345
IDAHO,WYOMING,IDAHO_WYOMING,1,0,0.916666666666667,0.916666666666667,0.834944926000178
OKLAHOMA,SOUTH_DAKOTA,OKLAHOMA_SOUTH_DAKOTA,1,0,0.916666666666667,0.916666666666667,0.839230845834642
PENNSYLVANIA,UTAH,PENNSYLVANIA_UTAH,1,0,0.916666666666667,0.916666666666667,0.840120687658015
OKLAHOMA,UTAH,OKLAHOMA_UTAH,1,0,0.916666666666667,0.916666666666667,0.840882580165752
ARKANSAS,ILLINOIS,ARKANSAS_ILLINOIS,1,0,0.916666666666667,0.916666666666667,0.852453704372562
KENTUCKY,UTAH,KENTUCKY_UTAH,1,0,0.958333333333333,0.916666666666667,0.852959830657503
ARKANSAS,SOUTH_DAKOTA,ARKANSAS_SOUTH_DAKOTA,1,0,0.916666666666667,0.916666666666667,0.856507626019089
NEW_YORK,SOUTH_DAKOTA,NEW_YORK_SOUTH_DAKOTA,1,0,0.916666666666667,0.916666666666667,0.857124870432162
IOWA,NEBRASKA,IOWA_NEBRASKA,1,0,0.916666666666667,0.916666666666667,0.857271102763456
COLORADO,ILLINOIS,COLORADO_ILLINOIS,1,0,0.958333333333333,0.916666666666667,0.860971798063277
NEBRASKA,OKLAHOMA,NEBRASKA_OKLAHOMA,1,0,0.916666666666667,0.916666666666667,0.861696794369512
ILLINOIS,NEW_YORK,ILLINOIS_NEW_YORK,1,0,0.916666666666667,0.916666666666667,0.865995980175589
COLORADO,NEW_YORK,COLORADO_NEW_YORK,1,0,0.958333333333333,0.916666666666667,0.868227935211753
IDAHO,OKLAHOMA,IDAHO_OKLAHOMA,1,0,0.916666666666667,0.916666666666667,0.871109066431531
COLORADO,PENNSYLVANIA,COLORADO_PENNSYLVANIA,1,0,0.958333333333333,0.916666666666667,0.873411206162477
KENTUCKY,NEW_YORK,KENTUCKY_NEW_YORK,1,0,0.958333333333333,0.916666666666667,0.87429656411148
ILLINOIS,KENTUCKY,ILLINOIS_KENTUCKY,1,0,0.916666666666667,0.958333333333333,0.876713930538738
IOWA,MISSOURI,IOWA_MISSOURI,1,0,0.916666666666667,1,0.877386801018832
COLORADO,UTAH,COLORADO_UTAH,1,0,0.958333333333333,0.916666666666667,0.880341553785557
