id1,id2,tag,tag_counts,selfpairs,DegreePercentile1,DegreePercentile2,DegreePercentileProduct
FLORIDA,RHODE_ISLAND,FLORIDA_RHODE_ISLAND,1,0,0.0833333333333334,0.270833333333333,-0.0224470511524199
NEW_HAMPSHIRE,SOUTH_CAROLINA,NEW_HAMPSHIRE_SOUTH_CAROLINA,1,0,0.270833333333333,0.0833333333333334,-0.0107489056617193
CONNECTICUT,MAINE,CONNECTICUT_MAINE,1,0,0.270833333333333,0.0208333333333334,-0.00972601294063596
NEW_JERSEY,VERMONT,NEW_JERSEY_VERMONT,1,0,0.270833333333333,0.270833333333333,0.0333098278579114
LOUISIANA,VERMONT,LOUISIANA_VERMONT,1,0,0.270833333333333,0.270833333333333,0.037731702273339
NEW_MEXICO,SOUTH_CAROLINA,NEW_MEXICO_SOUTH_CAROLINA,1,0,0.6875,0.0833333333333334,0.0421334101646498
CALIFORNIA,RHODE_ISLAND,CALIFORNIA_RHODE_ISLAND,1,0,0.270833333333333,0.270833333333333,0.0430795206068727
FLORIDA,NORTH_DAKOTA,FLORIDA_NORTH_DAKOTA,1,0,0.0833333333333334,0.270833333333333,0.0544187802798821
CALIFORNIA,NORTH_DAKOTA,CALIFORNIA_NORTH_DAKOTA,1,0,0.270833333333333,0.270833333333333,0.0605718441240047
NEW_JERSEY,WASHINGTON,NEW_JERSEY_WASHINGTON,1,0,0.270833333333333,0.0833333333333334,0.0629082977101772
NORTH_CAROLINA,WASHINGTON,NORTH_CAROLINA_WASHINGTON,1,0,0.479166666666667,0.0833333333333334,0.0784326410866259
CONNECTICUT,RHODE_ISLAND,CONNECTICUT_RHODE_ISLAND,1,0,0.270833333333333,0.270833333333333,0.0862637614486169
CALIFORNIA,DELAWARE,CALIFORNIA_DELAWARE,1,0,0.270833333333333,0.270833333333333,0.100955649183119
MONTANA,NEW_HAMPSHIRE,MONTANA_NEW_HAMPSHIRE,1,0,0.479166666666667,0.270833333333333,0.103943489014884
NORTH_CAROLINA,NORTH_DAKOTA,NORTH_CAROLINA_NORTH_DAKOTA,1,0,0.479166666666667,0.270833333333333,0.117097407759422
CONNECTICUT,MARYLAND,CONNECTICUT_MARYLAND,1,0,0.270833333333333,0.479166666666667,0.122947400910266
NEW_JERSEY,WISCONSIN,NEW_JERSEY_WISCONSIN,1,0,0.270833333333333,0.479166666666667,0.129213392284474
MONTANA,VERMONT,MONTANA_VERMONT,1,0,0.479166666666667,0.270833333333333,0.129452866769288
NEW_HAMPSHIRE,NORTH_CAROLINA,NEW_HAMPSHIRE_NORTH_CAROLINA,1,0,0.270833333333333,0.479166666666667,0.133771548315292
DELAWARE,TEXAS,DELAWARE_TEXAS,1,0,0.270833333333333,0.479166666666667,0.144855123114634
ALABAMA,LOUISIANA,ALABAMA_LOUISIANA,1,0,0.479166666666667,0.270833333333333,0.153726173769487
KANSAS,MARYLAND,KANSAS_MARYLAND,1,0,0.479166666666667,0.479166666666667,0.173827035489998
ALABAMA,MONTANA,ALABAMA_MONTANA,1,0,0.479166666666667,0.479166666666667,0.176315369858306
INDIANA,LOUISIANA,INDIANA_LOUISIANA,1,0,0.479166666666667,0.270833333333333,0.183798908911933
DELAWARE,MISSISSIPPI,DELAWARE_MISSISSIPPI,1,0,0.270833333333333,0.479166666666667,0.185428382273107
INDIANA,MISSISSIPPI,INDIANA_MISSISSIPPI,1,0,0.479166666666667,0.479166666666667,0.190458787036633
